0;California police kill homicide suspect after car chase with hostages in trunk http://t.co/dot5uosinH;YES
1;http://t.co/NkOZAqc3tr California gunman leads police on car chase with injured in trunk http://t.co/ipDJPaKg6J;YES
2;No more car chases? Police firing GPS tracking ''bullets'' at cars during chases http://t.co/kV5NqHaI4f;YES
3;RT @MatthewKeysLive: KXTV: Four police officers hurt -- 3 stable, 1 serious condition -- from incident involving parolee in Roseville, Cali???;YES
4;Responded to FIRE @ 188-12 Woodhull Ave, Queens, NY 11423. Red Cross auto update.;YES
5;http://t.co/3UgKMPeXIw California gunman leads police on car chase with injured in trunk http://t.co/ZxsQRug6q4;YES
6;http://t.co/P467yHPM67 California gunman leads police on car chase with injured in trunk http://t.co/WxQHa5YTQM;YES
7;http://t.co/7Qm0V8eijz California gunman leads police on car chase with injured in trunk http://t.co/nB89S2VbB0;YES
8;RT @TotalTrafficNYC: #TheBronx accident. right lane blocked on The Bronx River Pkwy SB at Gun Hl Rd. Stop and go traffic from 233rd St as r???;YES
9;http://t.co/XPTxurzfRE California gunman leads police on car chase with injured in trunk http://t.co/JkgmSPMGN6;YES
10;http://t.co/7Qm0V8eijz California gunman leads police on car chase with injured in trunk http://t.co/OHuTNYApcF;YES
11;http://t.co/DaznAo4fbZ California gunman leads police on car chase with injured in trunk http://t.co/wpLrUbTF37;YES
12;RT @yayayarndiva In #SantaRosa a 13 yo boy carrying a plastic gun shot dead by the police http://t.co/tJKPnhKx5U;YES
13;Light a fire, a fire a spark, light a fire a flame in my heart.;NO
14;RT @NYCFireWire: Bronx *MVA/PIN* Box 3538- W 238 St/Bailey Ave. TL-46 using the hurst tool for a person trapped in a vehicle. Car took out ???;YES
15;RT @TotalTrafficNYC: #NewYork closed due to accident on E 72nd St WB between York Ave and 1st Ave #traffic http://t.co/doNXkgzr8D;YES
16;2x Battery Car Vehicle Charger for Apple iPhone 4 , 4S , 3G , 3GS , iPod: Price 3.25 USD (12 Bids) End Time:... http://t.co/LF7UqKjebR;NO
17;Drive, park, then fold up your car. Yea, it''s possible. Korea''s Armadillo car shrinks to 65 inches. http://t.co/44YCoqX1xN;NO
18;This is politics: no danger of a traffic jam on the high road @nbcSVU #RealityTV;NO
